event_id,user_id,known_device,location_deviation,failed_login_count,recent_password_reset,mfa_verified,phone_change_frequency,login_time_deviation,trust_score,label
E000437,S2024,0,0.0563,0,0,1,0,0.0801,85,0
E000438,S1442,1,0.0724,0,0,1,0,0.0168,79,0
E000439,S0222,1,0.6811,1,1,1,5,0.4692,34,1
E000440,S2464,0,0.3666,1,1,1,0,0.2662,34,1
E000441,S0036,1,0.0868,0,0,1,1,0.6219,70,0
E000442,S3509,0,0.5597,2,1,0,2,0.6667,38,1
E000443,S1989,0,0.2638,2,1,1,1,0.7727,52,0
E000444,S0793,1,0.097,1,0,1,0,0.0222,100,0
E000445,S3760,1,0.0174,0,0,1,1,0.1246,89,0
E000446,S0289,0,0.7486,6,1,1,5,0.7443,47,1
E000447,S1387,0,0.042,1,1,1,0,0.2618,77,0
E000448,S3368,0,0.1613,0,0,1,0,0.0559,62,1
E000449,S2732,0,0.8325,4,0,0,0,0.7162,58,1
E000450,S3924,1,0.0392,0,0,1,0,0.199,76,0
E000451,S2477,1,0.1456,0,0,1,0,0.0649,71,0
E000452,S0738,0,0.154,0,0,1,0,0.1157,66,0
E000453,S2453,0,0.2179,1,0,1,0,0.2665,72,0
E000454,S2873,0,0.4754,3,1,1,1,0.7863,51,0
E000455,S0591,1,0.0291,0,1,1,0,0.1109,92,0
E000456,S3064,0,0.1175,0,0,1,0,0.0862,81,0
E000457,S3636,1,0.0321,0,1,1,0,0.0856,91,0
E000458,S0129,1,0.0617,0,0,1,0,0.5112,73,0
E000459,S0790,1,0.1397,0,0,1,1,0.0767,95,0
E000460,S1211,1,0.139,1,0,1,0,0.4799,73,0
E000461,S1947,1,0.3211,0,1,1,0,0.3159,43,0
E000462,S0031,0,0.6532,4,1,0,4,0.2009,2,1
E000463,S2723,0,0.2728,0,0,1,0,0.0382,67,1
E000464,S0830,1,0.1976,0,0,1,0,0.0656,85,0
E000465,S0304,0,0.2686,2,1,1,0,0.3886,97,0
E000466,S3975,1,0.095,0,0,1,0,0.1769,83,0
E000467,S0787,0,0.1414,1,0,1,0,0.0506,62,0
E000468,S2041,1,0.0466,0,0,1,0,0.1061,85,0
E000469,S3844,1,0.1151,1,0,1,1,0.3419,60,0
E000470,S0404,0,0.7013,2,1,1,0,0.7362,39,0
E000471,S0194,1,0.0263,0,0,1,0,0.0151,77,0
E000472,S2384,0,0.5723,0,0,0,0,0.6325,85,0
E000473,S1135,1,0.0587,0,0,1,0,0.0676,87,0
E000474,S1160,0,0.0292,1,0,1,0,0.4193,80,0
E000475,S0085,1,0.0103,0,0,1,1,0.0236,70,1
E000476,S3293,0,0.3371,0,0,1,0,0.256,59,0
E000477,S0163,1,0.0342,0,0,1,0,0.0477,74,0
E000478,S0317,0,0.0775,0,0,1,0,0.0722,79,0
E000479,S0258,0,0.7463,3,1,0,3,0.8142,23,1
E000480,S0174,0,0.7293,3,1,1,6,0.5255,23,1
E000481,S0177,1,0.1223,0,0,1,0,0.152,71,0
E000482,S3904,1,0.0719,0,0,1,0,0.0169,89,0
E000483,S3322,0,0.0863,0,1,1,1,0.1941,69,0
E000484,S0058,1,0.0647,0,0,1,0,0.0106,53,0
E000485,S2303,1,0.0376,0,0,1,0,0.1289,78,1
E000486,S2592,0,0.8189,2,0,0,1,0.659,58,1
E000487,S0669,0,0.6651,1,1,1,0,0.6988,52,1
E000488,S2788,1,0.0282,0,0,1,0,0.0618,77,0
E000489,S0044,1,0.067,0,0,1,1,0.0592,71,0
E000490,S2822,1,0.0482,0,0,1,0,0.032,76,0
E000491,S0368,1,0.1073,0,0,1,0,0.0794,80,0
E000492,S1408,1,0.0653,0,0,1,0,0.0597,79,0
E000493,S3554,1,0.0412,0,0,1,0,0.0951,68,0
E000494,S1126,0,0.0425,0,0,1,2,0.0434,79,0
E000495,S0287,0,0.554,3,0,0,3,0.6607,19,1
E000496,S3863,1,0.0689,0,0,1,0,0.022,75,0
E000497,S0225,0,0.697,3,1,0,4,0.6483,21,1
E000498,S3724,1,0.1593,0,0,1,0,0.0409,86,0
E000499,S0581,0,0.4749,0,0,0,1,0.8576,29,1
E000500,S2336,1,0.4313,0,0,0,1,0.3175,34,0
E000501,S3544,0,0.1401,0,0,1,2,0.2078,65,1
E000502,S4159,0,0.1506,0,0,1,1,0.1082,55,0
E000503,S0884,1,0.0691,0,1,1,0,0.0509,70,0
E000504,S1110,1,0.2809,0,0,0,0,0.417,82,0
E000505,S2551,0,0.4924,0,0,0,0,0.4759,69,0
E000506,S0244,0,0.8078,0,1,1,3,0.7104,20,1
E000507,S2730,0,0.1335,0,0,1,0,0.1403,77,0
E000508,S3868,0,0.0443,0,0,1,0,0.1033,74,0
E000509,S1633,1,0.7101,4,1,0,2,0.8051,26,1
E000510,S0953,0,0.169,0,1,1,0,0.1277,52,1
E000511,S1842,1,0.233,0,0,1,0,0.3619,72,1
E000512,S1711,0,0.1079,0,0,1,0,0.1503,68,0
E000513,S0221,0,0.2539,0,0,0,1,0.2734,72,1
E000514,S3514,1,0.1151,0,0,1,0,0.5153,89,0
E000515,S3333,1,0.0587,0,0,1,0,0.2293,86,0
E000516,S0262,0,0.5601,0,0,1,1,0.3223,55,0
E000517,S0482,1,0.0847,0,0,1,0,0.2688,95,0
E000518,S0005,0,0.6421,0,1,0,1,0.635,18,1
E000519,S0018,1,0.8816,6,0,0,4,0.626,18,1
E000520,S1095,0,0.8026,2,1,0,0,0.4115,38,1
E000521,S0287,0,0.3971,2,1,1,4,0.5173,14,1
E000522,S0119,1,0.454,0,1,0,2,0.2326,22,0
E000523,S2053,1,0.0499,1,0,1,0,0.5982,69,0
E000524,S2418,1,0.0685,0,0,1,0,0.086,85,0
E000525,S3471,1,0.0786,0,0,1,0,0.0716,75,0
E000526,S0156,1,0.4984,0,1,0,3,0.1427,48,1
E000527,S0066,1,0.6485,0,0,1,4,0.4012,35,0
E000528,S2681,1,0.0892,0,0,1,0,0.0764,89,0
E000529,S3447,0,0.169,0,1,1,0,0.0909,79,0
E000530,S3139,0,0.1777,0,0,1,0,0.024,77,0
E000531,S3563,0,0.3579,1,1,1,0,0.4248,50,1
E000532,S0911,1,0.4417,0,1,1,1,0.4739,19,1
E000533,S2571,0,0.1144,0,0,1,0,0.0494,43,0
E000534,S0058,0,0.3264,0,1,1,3,0.455,34,1
E000535,S3690,1,0.198,0,0,1,0,0.0153,88,0
E000536,S0324,1,0.0553,0,0,1,0,0.6274,88,0
E000537,S0247,0,0.6331,1,0,0,5,0.0868,25,1
E000538,S4004,0,0.0784,0,0,1,1,0.0289,72,0
E000539,S1858,1,0.047,0,0,1,0,0.0143,71,0
E000540,S0230,0,0.6894,4,0,0,6,0.5929,23,1
E000541,S3357,0,0.0451,0,0,0,0,0.0649,71,0
E000542,S2693,0,0.0269,0,1,1,0,0.1401,76,0
E000543,S0117,0,0.6009,4,1,0,3,0.6073,33,1
E000544,S3403,1,0.1008,0,1,1,0,0.1364,63,0
E000545,S2247,1,0.2197,0,0,1,0,0.0482,62,0
E000546,S3460,1,0.0564,0,0,1,0,0.1252,83,0
E000547,S1314,1,0.0417,0,0,1,0,0.1144,77,0
E000548,S1030,1,0.1318,0,0,1,0,0.0352,87,0
E000549,S1714,1,0.0892,0,0,1,1,0.0304,75,0
E000550,S2385,1,0.0127,0,0,1,0,0.0632,80,0
E000551,S0804,1,0.3929,0,0,1,1,0.3634,50,0
E000552,S1262,0,0.0991,0,0,1,0,0.0413,54,0
E000553,S2068,1,0.1256,0,0,1,0,0.0344,65,0
E000554,S2599,0,0.0963,1,0,1,0,0.0577,67,0
E000555,S0080,0,0.4435,1,0,0,7,0.644,23,1
E000556,S1236,0,0.5995,2,0,1,0,0.3928,72,0
E000557,S0402,1,0.0632,0,1,1,0,0.0239,82,0
E000558,S2697,1,0.1265,1,0,1,0,0.0981,80,0
E000559,S0498,0,0.3107,2,0,1,0,0.2313,62,1
E000560,S3102,1,0.6126,3,1,1,0,0.6942,40,0
E000561,S0452,1,0.0749,0,0,1,0,0.0486,63,0
E000562,S0989,1,0.0442,0,0,1,0,0.1219,78,0
E000563,S0545,0,0.2154,0,0,1,0,0.2503,41,0
E000564,S3424,1,0.1397,0,0,1,0,0.1088,86,0
E000565,S2961,1,0.0796,0,1,1,0,0.0394,76,0
E000566,S0762,1,0.1749,0,0,1,0,0.4993,61,0
E000567,S0716,1,0.0676,0,0,1,0,0.5324,79,0
E000568,S0161,0,0.3245,1,1,0,5,0.6228,17,1
E000569,S2065,0,0.3563,0,0,1,1,0.1992,59,0
E000570,S0288,0,0.5625,0,0,0,1,0.1872,56,1
E000571,S2554,1,0.4294,0,0,1,0,0.2254,68,0
E000572,S1162,0,0.1938,0,0,0,1,0.7848,71,1
E000573,S0143,1,0.4478,0,1,1,6,0.2966,60,1
E000574,S3316,1,0.3478,1,0,1,1,0.7117,72,1
E000575,S0019,0,0.2739,1,0,1,3,0.2764,49,1
E000576,S0399,1,0.1504,0,0,1,0,0.121,86,0
E000577,S0172,1,0.4161,1,0,1,7,0.6808,24,1
E000578,S0317,1,0.0567,0,0,1,0,0.1081,78,0
E000579,S3587,1,0.1191,0,0,1,0,0.0788,94,0
E000580,S0890,0,0.3964,0,0,1,0,0.4222,69,0
E000581,S4084,0,0.5836,5,0,0,0,0.8662,22,1
E000582,S3986,0,0.0633,0,0,1,0,0.1691,64,0
E000583,S0131,0,0.8109,1,1,1,2,0.3729,35,1
E000584,S1434,1,0.2172,0,0,1,0,0.1465,92,0
E000585,S0302,0,0.095,0,0,1,0,0.0506,57,0
E000586,S4045,0,0.1922,0,0,1,0,0.0601,43,0
E000587,S2490,0,0.8945,1,0,0,1,0.6135,48,1
E000588,S2024,0,0.5253,5,1,1,0,0.7157,52,1
E000589,S3173,0,0.0507,0,0,1,0,0.0945,100,1
E000590,S1445,1,0.039,1,0,1,1,0.1684,84,0
E000591,S3441,0,0.0857,0,0,1,0,0.2732,77,0
E000592,S3990,1,0.7415,0,0,1,0,0.4292,35,1
E000593,S1999,1,0.1002,0,1,1,0,0.1072,92,0
E000594,S3926,1,0.0957,0,0,1,0,0.4821,87,0
E000595,S3180,0,0.04,0,0,0,0,0.4174,81,0
E000596,S4091,0,0.4601,5,1,1,0,0.6915,13,1
E000597,S0260,0,0.8252,1,0,0,2,0.5325,26,1
E000598,S0626,0,0.2223,0,0,1,0,0.1413,69,0
E000599,S3465,1,0.0872,0,0,1,0,0.0976,76,0
E000600,S1229,1,0.0437,0,0,1,0,0.0589,78,0
E000601,S3443,1,0.2384,0,0,1,0,0.0921,82,0
E000602,S2591,1,0.0256,0,0,1,0,0.0719,84,0
E000603,S0050,0,0.4377,0,1,0,2,0.7931,50,1
E000604,S0263,0,0.5275,1,1,0,0,0.7376,13,1
E000605,S2406,0,0.0053,0,1,1,0,0.0251,67,0
E000606,S3818,0,0.6965,2,1,0,0,0.8397,43,1
E000607,S0461,1,0.5338,0,0,1,0,0.2515,61,1
E000608,S1329,1,0.062,0,0,1,0,0.1533,81,0
E000609,S1134,1,0.0992,0,0,1,0,0.0715,91,0
E000610,S3153,1,0.1242,0,0,1,0,0.0545,77,1
E000611,S0015,0,0.3565,1,0,1,3,0.7569,39,1
E000612,S1682,1,0.1724,0,0,1,0,0.0891,73,0
E000613,S0123,0,0.3639,2,0,1,2,0.221,71,1
E000614,S0611,1,0.5464,0,1,1,2,0.3423,50,0
E000615,S3677,0,0.0539,0,0,1,0,0.2124,62,0
E000616,S2811,0,0.452,1,0,0,0,0.6222,8,1
E000617,S0148,1,0.435,0,0,1,0,0.4196,61,1
E000618,S2276,0,0.4641,2,1,0,0,0.648,19,1
E000619,S3429,1,0.1397,0,0,1,0,0.1648,80,0
E000620,S3092,1,0.1692,0,0,1,0,0.1813,74,0
E000621,S3863,0,0.6945,1,1,0,0,0.5626,45,1
E000622,S0255,0,0.816,7,1,0,2,0.5233,32,1
E000623,S2341,1,0.094,0,0,1,0,0.0799,90,0
E000624,S2895,1,0.5084,1,0,1,2,0.3408,56,0
E000625,S3059,0,0.4616,2,0,1,2,0.4045,54,1
E000626,S3951,0,0.1956,0,0,1,0,0.3383,50,1
E000627,S2330,1,0.0838,0,0,1,0,0.0491,87,0
E000628,S0073,1,0.0932,1,1,1,0,0.1383,74,0
E000629,S0275,0,0.7269,3,1,0,4,0.4613,16,1
E000630,S3789,0,0.0963,0,0,1,0,0.0852,80,0
E000631,S1969,1,0.3419,2,0,1,1,0.2267,75,0
E000632,S4070,1,0.298,1,1,1,0,0.063,63,1
E000633,S1367,0,0.0401,0,0,1,0,0.0781,72,0
E000634,S0186,0,0.9292,2,1,1,3,0.8184,22,1
E000635,S2723,1,0.0577,1,0,1,0,0.439,80,0
E000636,S1473,0,0.7801,1,1,1,0,0.8447,39,1
E000637,S0157,0,0.7049,3,0,1,4,0.7574,23,1
E000638,S0218,1,0.5875,1,0,1,1,0.3333,29,1
E000639,S0730,0,0.4393,0,0,0,1,0.4142,76,0
E000640,S2229,1,0.0497,0,0,1,0,0.0308,86,0
E000641,S0309,0,0.0282,1,1,1,0,0.0819,72,0
E000642,S2290,0,0.0519,1,0,1,0,0.1377,55,0
E000643,S2820,0,0.0753,0,0,1,1,0.1616,67,0
E000644,S0053,0,0.8014,2,1,1,3,0.6356,39,1
E000645,S2441,0,0.348,0,0,0,0,0.312,47,0
E000646,S3273,1,0.1861,0,0,1,0,0.0771,90,0
E000647,S1602,1,0.0342,0,0,1,0,0.1401,72,0
E000648,S0031,0,0.6093,6,1,0,3,0.7106,10,1
E000649,S0783,1,0.1536,0,0,1,0,0.0729,94,0
E000650,S2936,1,0.0887,1,0,1,0,0.0877,88,0
E000651,S0083,0,0.5395,0,0,1,1,0.5216,33,1
E000652,S0147,0,0.0879,0,0,1,0,0.0676,70,0
E000653,S1983,0,0.272,0,0,1,0,0.0742,55,0
E000654,S0442,0,0.0884,1,0,1,0,0.3164,88,0
E000655,S0212,0,0.8384,5,0,0,2,0.3501,9,1
E000656,S3476,1,0.1164,0,0,1,0,0.3234,73,0
E000657,S2770,1,0.0456,0,0,1,0,0.209,41,0
E000658,S3492,1,0.0918,0,0,1,0,0.1473,85,1
E000659,S0207,0,0.4585,0,0,1,5,0.1866,36,1
E000660,S2947,0,0.4858,0,1,1,1,0.4769,63,1
E000661,S3399,1,0.076,1,0,1,0,0.3954,62,0
E000662,S1614,1,0.0432,0,0,1,0,0.2225,81,0
E000663,S0036,0,0.7272,4,1,0,4,0.9526,12,1
E000664,S3843,1,0.3694,1,1,0,0,0.765,70,0
E000665,S3791,1,0.0835,0,0,1,0,0.1865,73,0
E000666,S0230,0,0.5479,0,0,1,2,0.3737,31,1
E000667,S3168,1,0.0279,0,0,1,0,0.1433,78,0
E000668,S1377,0,0.6501,1,1,1,1,0.4547,28,1
E000669,S0719,0,0.1305,0,0,1,0,0.5396,80,0
E000670,S1683,1,0.0453,1,0,1,0,0.1525,90,0
E000671,S1314,1,0.1304,2,1,1,0,0.2008,83,0
E000672,S0165,1,0.0515,0,0,1,0,0.0615,73,0
E000673,S0085,1,0.6862,0,0,1,8,0.3078,56,1
E000674,S0930,1,0.0551,0,0,1,0,0.025,70,0
E000675,S2853,1,0.5855,1,0,1,0,0.1192,62,0
E000676,S0310,1,0.0651,0,1,0,0,0.0932,86,0
E000677,S2085,0,0.6028,1,0,0,1,0.6544,40,0
E000678,S2232,1,0.0827,1,1,1,0,0.0615,69,0
E000679,S0949,0,0.3966,0,1,1,1,0.5141,59,1
E000680,S2920,0,0.1302,0,1,1,0,0.1071,66,0
E000681,S0953,1,0.049,1,0,1,0,0.3664,81,0
E000682,S0171,1,0.4947,2,0,1,4,0.2327,36,1
E000683,S1878,1,0.0368,0,0,1,0,0.0151,92,0
E000684,S2795,0,0.3185,1,0,1,0,0.4527,75,1
E000685,S1671,1,0.1345,0,0,1,0,0.0242,86,0
E000686,S3444,1,0.3276,0,1,0,3,0.2675,58,1
E000687,S2570,1,0.0962,0,0,1,0,0.0962,74,1
E000688,S4119,0,0.0556,0,1,1,0,0.1166,98,0
E000689,S1307,0,0.0247,1,0,1,0,0.012,50,0
E000690,S0530,1,0.1715,0,0,1,0,0.1968,60,0
E000691,S0188,1,0.2667,2,1,1,5,0.3205,25,1
E000692,S0623,1,0.0662,0,0,1,0,0.0453,77,0
E000693,S3007,1,0.0687,0,0,1,0,0.0176,86,0
E000694,S3547,1,0.0274,0,0,1,0,0.0511,94,0
E000695,S2901,1,0.0189,0,1,1,0,0.4597,93,0
E000696,S2390,0,0.7118,3,1,1,1,0.6512,42,1
E000697,S1039,1,0.157,0,0,1,0,0.3676,84,0
E000698,S4011,1,0.0684,0,0,1,0,0.0524,66,0
E000699,S3311,0,0.0406,2,0,1,0,0.092,59,0
E000700,S1679,1,0.0556,1,1,1,0,0.1927,79,0
E000701,S3703,0,0.2668,0,1,1,0,0.089,89,1
E000702,S0269,0,0.3628,0,0,1,3,0.1893,38,1
E000703,S0008,0,0.7736,1,1,0,2,0.7545,45,0
E000704,S1426,1,0.0764,0,0,1,0,0.1654,81,0
E000705,S2099,0,0.1205,0,0,1,0,0.2138,66,1
E000706,S2852,0,0.0941,1,0,1,0,0.034,89,0
E000707,S1291,1,0.0071,0,0,1,0,0.0311,85,0
E000708,S2613,0,0.0658,0,0,1,0,0.2061,48,0
E000709,S2615,1,0.1192,0,0,1,0,0.2496,69,0
E000710,S2308,0,0.1048,0,0,1,0,0.0553,51,0
E000711,S1600,1,0.4643,1,1,0,0,0.637,44,0
E000712,S0235,0,0.2475,0,0,1,2,0.6447,48,1
E000713,S0844,0,0.5976,0,0,1,2,0.1714,37,0
E000714,S0087,1,0.2152,0,0,1,2,0.5829,57,1
E000715,S1420,1,0.0926,1,0,1,0,0.0721,90,0
E000716,S0479,1,0.1868,1,0,1,0,0.2195,75,0
E000717,S3145,0,0.3406,4,1,1,0,0.455,35,0
E000718,S3610,1,0.0515,0,1,1,0,0.0307,76,0
E000719,S0186,0,0.5471,0,0,0,5,0.4605,33,1
E000720,S1090,0,0.5353,0,1,0,2,0.4681,85,0
E000721,S2449,1,0.5533,0,0,1,0,0.369,35,0
E000722,S3357,1,0.1777,0,0,1,0,0.123,80,0
E000723,S2219,1,0.023,0,0,1,0,0.0663,73,0
E000724,S0084,0,0.3963,1,1,0,3,0.2672,38,1
E000725,S3541,1,0.0413,0,0,1,0,0.0402,88,0
E000726,S0015,1,0.7319,3,0,0,1,0.8633,49,1
E000727,S0213,0,0.3493,0,1,1,1,0.0724,66,0
E000728,S2052,0,0.2748,0,0,1,0,0.0264,52,0
E000729,S0370,0,0.1404,0,0,0,0,0.0683,70,1
E000730,S4065,0,0.3691,0,0,1,1,0.3165,50,1
E000731,S1476,1,0.0535,2,1,1,0,0.1345,67,1
E000732,S0082,1,0.0124,0,0,1,0,0.1571,75,0
E000733,S0819,1,0.1786,0,1,1,0,0.2709,79,0
E000734,S0091,1,0.1138,0,0,1,0,0.0382,74,0
E000735,S1943,1,0.0329,0,0,1,0,0.0671,85,0
E000736,S2013,1,0.0443,0,0,1,0,0.107,87,0
E000737,S0310,1,0.303,0,1,1,0,0.5624,73,0
E000738,S2199,1,0.0355,0,1,1,0,0.263,71,0
E000739,S4042,1,0.0484,0,0,1,0,0.2205,84,0
E000740,S2661,1,0.0627,0,0,1,0,0.1698,88,0
E000741,S3882,0,0.5861,4,1,0,0,0.8973,20,1
E000742,S2979,0,0.012,0,0,1,0,0.0411,73,0
E000743,S0090,0,0.6912,2,1,1,3,0.8578,24,1
E000744,S0689,0,0.2539,0,0,1,0,0.2202,83,0
E000745,S2533,0,0.5422,1,0,1,0,0.6894,31,1
E000746,S0203,0,0.5625,0,0,1,4,0.2866,59,1
E000747,S0796,0,0.5832,1,0,1,0,0.7242,70,0
E000748,S0255,0,0.4288,1,1,1,1,0.5005,100,1
E000749,S3941,1,0.0695,0,0,1,0,0.051,66,0
E000750,S0137,0,0.5178,2,1,0,2,0.3488,30,1
E000751,S3299,1,0.06,0,1,0,0,0.556,83,0
E000752,S1588,1,0.1067,0,0,1,0,0.0421,72,0
E000753,S3981,1,0.5286,0,0,1,0,0.5939,60,0
E000754,S3633,1,0.0398,0,0,1,0,0.1736,56,0
E000755,S1457,0,0.5047,1,1,1,0,0.4147,41,0
E000756,S2424,1,0.0523,0,0,1,0,0.0074,67,0
E000757,S0144,0,0.5562,2,1,0,2,0.6937,0,1
E000758,S1719,1,0.0781,0,0,1,0,0.089,42,0
E000759,S2607,1,0.0378,1,0,1,0,0.0331,65,0
E000760,S0376,1,0.0637,0,0,1,0,0.7238,79,0
E000761,S2653,1,0.07,0,0,1,0,0.3678,79,0
E000762,S3079,1,0.6816,5,0,1,1,0.7955,24,1
E000763,S1528,1,0.4371,0,0,0,1,0.8031,61,0
E000764,S3768,0,0.0209,0,0,1,0,0.1025,81,0
E000765,S3209,1,0.1203,0,0,1,0,0.2001,86,0
E000766,S0286,1,0.0381,0,0,1,0,0.1633,76,0
E000767,S3642,1,0.2581,0,1,1,0,0.1239,86,0
E000768,S2882,1,0.0654,0,0,1,0,0.8587,66,1
E000769,S0163,1,0.5603,0,0,1,6,0.5755,45,1
E000770,S2692,0,0.0984,0,1,1,0,0.1132,71,1
E000771,S0081,0,0.631,0,1,0,2,0.5786,51,1
E000772,S3801,0,0.1052,0,0,1,0,0.0534,64,0
E000773,S3099,1,0.3675,0,0,1,0,0.629,54,1
E000774,S0132,0,0.4421,0,0,1,5,0.677,36,1
E000775,S1716,0,0.061,1,0,1,0,0.0419,77,0
E000776,S0567,0,0.4802,1,0,1,1,0.754,15,1
E000777,S2869,0,0.2969,3,1,1,0,0.7431,23,0
E000778,S0299,0,0.8055,6,1,0,2,0.6822,14,1
E000779,S3506,1,0.0543,0,0,1,0,0.5427,81,0
E000780,S4049,1,0.0491,0,0,1,0,0.0435,100,0
E000781,S3377,0,0.2464,1,0,1,0,0.1197,55,0
E000782,S2656,1,0.1006,2,0,1,0,0.0353,75,1
E000783,S0586,1,0.0455,0,0,1,0,0.0463,82,0
E000784,S0365,1,0.0761,0,1,1,0,0.1042,74,0
E000785,S1644,1,0.049,0,0,1,0,0.0972,90,0
E000786,S2120,0,0.1925,0,1,1,0,0.1268,60,0
E000787,S0047,0,0.5105,5,1,1,2,0.6698,33,1
E000788,S0288,0,0.9234,4,0,1,2,0.6084,12,1
E000789,S1195,1,0.1774,0,0,1,0,0.0831,76,0
E000790,S0729,1,0.0718,1,1,0,0,0.3288,63,0
E000791,S1945,1,0.028,0,0,1,0,0.2489,66,0
E000792,S3430,0,0.52,0,0,0,1,0.3617,53,1
E000793,S3196,1,0.4651,0,0,1,0,0.4978,72,0
E000794,S0198,0,0.1692,0,1,1,0,0.1317,54,0
E000795,S1213,1,0.4814,1,0,1,3,0.3679,36,1
E000796,S3064,1,0.0678,0,0,1,0,0.1058,79,0
E000797,S0228,1,0.0691,0,0,1,0,0.155,60,0
E000798,S1924,1,0.3412,1,0,1,0,0.6437,70,0
E000799,S3742,0,0.1014,0,0,1,0,0.0992,82,0
E000800,S2256,1,0.0865,0,0,1,0,0.0962,84,0
E000801,S3439,1,0.0993,0,0,1,0,0.095,79,0
E000802,S1915,1,0.2884,0,0,1,0,0.1187,68,0
E000803,S0973,1,0.1147,0,1,1,0,0.1257,78,0
E000804,S0786,1,0.0801,0,0,1,0,0.0565,81,0
E000805,S4082,0,0.2305,1,0,0,1,0.3565,32,0
E000806,S0300,1,0.2632,1,1,1,4,0.2398,35,1
E000807,S0954,0,0.0378,0,0,1,0,0.2948,73,0
E000808,S0065,1,0.2156,0,0,1,0,0.5428,65,0
E000809,S0245,1,0.2743,1,1,0,2,0.5768,19,1
E000810,S0188,1,0.2858,1,0,1,5,0.2396,25,1
E000811,S1919,1,0.1184,0,0,1,0,0.0497,84,0
E000812,S0280,0,0.4316,1,1,1,4,0.209,30,0
E000813,S2190,1,0.1302,1,0,1,0,0.074,90,0
E000814,S2883,0,0.6537,1,1,0,2,0.2952,15,1
E000815,S0191,0,0.58,2,1,0,3,0.7758,39,1
E000816,S2137,0,0.2647,0,0,1,0,0.9221,88,1
E000817,S2438,1,0.0712,0,0,1,0,0.0166,86,0
E000818,S0887,0,0.6544,4,1,0,1,0.5865,46,1
E000819,S2283,1,0.162,0,0,1,0,0.1001,90,0
E000820,S1297,0,0.271,3,0,1,1,0.742,15,1
E000821,S1860,0,0.0582,0,0,1,0,0.1757,72,0
E000822,S0923,1,0.1021,0,0,1,0,0.07,82,0
E000823,S1145,1,0.1116,0,1,1,0,0.0798,54,0
E000824,S3686,1,0.0593,0,0,1,0,0.0047,86,0
E000825,S0091,0,0.3766,2,0,1,3,0.7644,15,1
E000826,S0673,1,0.0983,0,0,1,0,0.6478,96,0
E000827,S1376,0,0.7063,1,1,1,0,0.4704,43,1
E000828,S0282,1,0.2312,0,0,1,0,0.1979,71,0
E000829,S2562,0,0.6113,1,0,0,0,0.0915,72,0
E000830,S2526,0,0.4447,0,0,0,0,0.556,58,1
E000831,S1784,0,0.0691,1,0,1,0,0.0286,81,0
E000832,S1484,1,0.0578,0,0,1,0,0.0697,65,0
E000833,S3646,1,0.0597,0,0,1,0,0.0579,84,0
E000834,S0243,1,0.2858,2,0,1,3,0.5259,40,1
E000835,S3918,0,0.0462,0,0,1,0,0.0999,68,0
E000836,S0059,0,0.721,1,1,0,3,0.7178,42,1
E000837,S3459,0,0.8313,1,0,0,0,0.6515,63,1
E000838,S4058,1,0.0186,0,0,1,0,0.1192,79,0
E000839,S3084,0,0.0173,0,0,1,0,0.0985,63,0
E000840,S0497,1,0.1801,0,0,1,0,0.0604,85,0
E000841,S1372,1,0.018,0,1,1,0,0.1151,89,0
E000842,S0168,1,0.2568,0,0,1,0,0.1192,71,0
E000843,S0906,0,0.4925,0,1,1,1,0.4879,66,0
E000844,S0072,0,0.3334,0,1,1,4,0.3579,34,0
E000845,S1568,1,0.1228,0,0,1,0,0.0871,71,0
E000846,S0177,0,0.5448,1,1,1,1,0.1676,47,1
E000847,S4086,1,0.1544,0,1,1,0,0.6688,76,1
E000848,S0059,1,0.507,1,1,1,3,0.2225,72,1
E000849,S1876,1,0.015,0,0,1,0,0.2261,74,0
E000850,S2174,0,0.0683,0,0,1,0,0.0911,82,0
E000851,S0840,1,0.0232,0,0,1,0,0.0556,84,0
E000852,S0233,0,0.4956,1,0,0,5,0.9143,23,1
E000853,S2611,1,0.069,0,1,1,0,0.0215,82,0
E000854,S2602,1,0.307,0,0,0,0,0.5507,100,0
E000855,S1607,1,0.0625,0,0,1,0,0.7048,100,0
E000856,S2572,1,0.0018,0,0,1,0,0.5308,71,0
E000857,S0011,0,0.3633,2,0,0,6,0.2626,69,1
E000858,S0103,0,0.7707,5,1,1,3,0.7109,12,1
E000859,S0933,1,0.1118,0,1,1,0,0.1607,58,0
E000860,S1184,0,0.1376,0,0,1,0,0.117,74,0
E000861,S2637,1,0.084,1,0,0,0,0.1679,79,0
E000862,S2297,0,0.0628,0,0,1,0,0.0865,56,0
E000863,S1686,0,0.5872,1,1,1,0,0.3198,76,0
E000864,S2528,0,0.0463,0,0,1,0,0.0265,84,0
E000865,S4069,1,0.1195,0,1,1,0,0.5584,89,0
E000866,S0566,0,0.4406,1,0,0,0,0.523,35,0
E000867,S1335,1,0.0752,0,0,1,0,0.0353,91,0
E000868,S4032,1,0.2326,0,0,1,0,0.2552,86,1
E000869,S3453,1,0.1028,0,0,1,0,0.1944,83,0
E000870,S0239,1,0.3007,0,1,0,5,0.1787,51,1
E000871,S0148,0,0.7059,3,1,0,1,0.4781,39,1
E000872,S3716,0,0.0638,0,0,0,0,0.2959,97,0
E000873,S1259,0,0.4838,0,0,0,0,0.2557,62,0
E000874,S3199,0,0.1218,1,1,1,0,0.0638,67,1
